latitude,longitude,gps_altitude_m,distance_m,speed_km/s,climb_m,climb_m(delta),climb_rate_m/s,glide_ratio,bearing,delta_bearing,elapsed_time,delta_time,temp,pressure,humidity,dew_point,wind_speed,wind_deg
37.10645,29.3823,1926,12.580949584802616,45.291418505289414,3.0,47.0,3.0,4.193649861600872,332,16.0,4938.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10655,29.382283333333334,1929,11.19640638649542,40.30706299138351,2.0,47.0,2.0,5.59820319324771,352,20.0,4939.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10665,29.3823,1931,11.196406316041744,40.30706273775028,2.0,47.0,2.0,5.598203158020872,7,15.0,4940.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10681666666667,29.382383333333333,1935,10.260769543894128,36.93877035801886,2.0,45.0,2.0,5.130384771947064,25,8.0,4942.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10695,29.382533333333335,1940,9.255182655862457,33.31865756110484,2.0,46.0,2.0,4.627591327931229,53,21.0,4944.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10698333333333,29.382633333333334,1941,9.627754814686247,34.659917332870485,2.0,46.0,2.0,4.813877407343123,67,14.0,4945.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107,29.38275,1942,10.53379181451165,37.92165053224194,2.0,46.0,2.0,5.266895907255825,79,12.0,4946.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107,29.382866666666665,1943,10.370125424096816,37.332451526748535,3.0,46.0,3.0,3.4567084746989387,89,10.0,4947.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107033333333334,29.382983333333332,1945,11.010196853164311,39.636708671391524,3.0,46.0,3.0,3.6700656177214372,70,19.0,4948.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10705,29.38308333333333,1946,9.079084305151698,32.684703498546114,3.0,46.0,3.0,3.026361435050566,78,8.0,4949.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107083333333335,29.383183333333335,1948,9.627744050503463,34.659878581812464,3.0,47.0,3.0,3.2092480168344877,67,11.0,4950.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107083333333335,29.383283333333335,1950,8.888669197001043,31.999209109203758,2.0,47.0,2.0,4.444334598500522,89,22.0,4951.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1069,29.3835,1957,10.260765559634605,36.93875601468457,4.0,44.0,4.0,2.565191389908651,154,19.0,4954.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.106833333333334,29.383483333333334,1959,7.545502687894769,27.163809676421167,5.0,47.0,5.0,1.5091005375789537,191,37.0,4955.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.106766666666665,29.38345,1962,7.969861929264585,28.691502945352507,4.0,48.0,4.0,1.9924654823161463,201,10.0,4956.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.106716666666664,29.383383333333335,1964,8.118274515126338,29.225788254454816,2.0,47.0,2.0,4.059137257563169,226,25.0,4957.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.106683333333336,29.383316666666666,1967,6.985713655752479,25.148569160708924,2.0,46.0,2.0,3.4928568278762393,237,11.0,4958.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10681666666667,29.3827,1977,15.033020629803339,54.11887426729202,2.0,43.0,2.0,7.516510314901669,308,13.0,4963.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10691666666666,29.382633333333334,1978,12.580933232770054,45.29135963797219,3.0,44.0,3.0,4.193644410923351,332,24.0,4964.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107,29.382583333333333,1980,10.260765162269143,36.93875458416891,2.0,44.0,2.0,5.130382581134572,334,2.0,4965.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1071,29.38255,1982,11.48666834199167,41.35200603117001,3.0,45.0,3.0,3.828889447330557,345,11.0,4966.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10731666666667,29.382516666666668,1985,11.09796537046973,39.952675333691026,2.0,42.0,2.0,5.548982685234865,0,13.0,4968.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10743333333333,29.382516666666668,1987,12.947626501814092,46.61145540653073,2.0,41.0,2.0,6.473813250907046,0,0.0,4969.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10751666666667,29.382566666666666,1989,10.260752814246967,36.93871013128908,2.0,40.0,2.0,5.130376407123483,25,25.0,4970.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107616666666665,29.383183333333335,1994,9.079017604248689,32.68446337529528,2.0,27.0,2.0,4.539508802124344,101,12.0,4977.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107533333333336,29.383366666666667,1996,9.25513365083303,33.31848114299891,2.0,27.0,2.0,4.627566825416515,126,14.0,4979.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10746666666667,29.383433333333333,1997,9.479156540682649,34.124963546457536,3.0,31.0,3.0,3.1597188468942163,141,15.0,4980.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10738333333333,29.383483333333334,1998,10.260754007757612,36.93871442792741,2.0,32.0,2.0,5.130377003878806,154,13.0,4981.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107283333333335,29.383483333333334,2000,11.097965495188827,39.952675782679776,2.0,33.0,2.0,5.548982747594414,180,26.0,4982.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1072,29.38345,2002,9.71132400573319,34.96076642063948,2.0,33.0,2.0,4.855662002866595,197,17.0,4983.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10713333333333,29.383366666666667,2003,10.469325530007781,37.68957190802801,2.0,32.0,2.0,5.234662765003891,224,27.0,4984.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1071,29.38325,2005,11.010184032430407,39.63666251674947,3.0,33.0,3.0,3.6700613441434693,250,26.0,4985.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107083333333335,29.383116666666666,2007,11.99502661494067,43.18209581378641,5.0,35.0,5.0,2.399005322988134,261,11.0,4986.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1071,29.383016666666666,2010,9.079078587820588,32.68468291615412,5.0,39.0,5.0,1.8158157175641176,281,20.0,4987.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1071,29.382916666666667,2013,8.888667249365827,31.99920209771698,5.0,42.0,5.0,1.7777334498731654,270,11.0,4988.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10711666666667,29.38285,2016,6.207743906910312,22.347878064877122,3.0,43.0,3.0,2.069247968970104,287,17.0,4989.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10746666666667,29.38275,2028,12.580913960428981,45.29129025754433,2.0,42.0,2.0,6.290456980214491,27,40.0,4993.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107533333333336,29.38285,2030,11.564925665992982,41.63373239757473,3.0,44.0,3.0,3.8549752219976607,50,23.0,4994.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10755,29.38296666666667,2033,10.533718025622662,37.92138489224158,5.0,48.0,5.0,2.1067436051245325,79,29.0,4995.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10755,29.383066666666668,2036,8.888614662929685,31.999012786546864,3.0,50.0,3.0,2.962871554309895,89,10.0,4996.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10751666666667,29.383166666666668,2039,9.627693814109445,34.65969773079401,3.0,51.0,3.0,3.209231271369815,112,23.0,4997.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10745,29.383233333333333,2041,9.479157334832765,34.12496640539795,4.0,54.0,4.0,2.3697893337081912,141,29.0,4998.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1074,29.383266666666668,2045,6.290456834603418,22.645644604572308,4.0,56.0,4.0,1.5726142086508546,152,11.0,4999.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10733333333334,29.38325,2048,7.54550138978667,27.163805003232014,3.0,56.0,3.0,2.5151671299288902,191,39.0,5000.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10711666666667,29.383133333333333,2056,10.983893914783577,39.542018093220875,3.0,54.0,3.0,3.6612979715945255,212,23.0,5003.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10705,29.38305,2059,10.469331197258247,37.68959231012969,5.0,57.0,5.0,2.0938662394516494,224,12.0,5004.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10701666666667,29.38295,2062,9.627747639271103,34.659891501375974,3.0,57.0,3.0,3.209249213090368,247,23.0,5005.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10701666666667,29.382866666666665,2065,7.407230823208586,26.66603096355091,3.0,55.0,3.0,2.469076941069529,270,23.0,5006.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10701666666667,29.382766666666665,2068,8.888676987534389,31.9992371551238,3.0,53.0,3.0,2.9628923291781297,270,0.0,5007.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10705,29.382666666666665,2070,9.627747639271103,34.659891501375974,2.0,50.0,2.0,4.8138738196355515,292,22.0,5008.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107166666666664,29.382483333333333,2075,10.46932779620237,37.68958006632853,2.0,49.0,2.0,5.234663898101185,315,13.0,5010.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10735,29.3824,2080,11.196405813337897,40.307060928016426,2.0,53.0,2.0,5.5982029066689485,352,25.0,5012.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10751666666667,29.3824,2084,7.545501086801624,27.163803912485847,3.0,52.0,3.0,2.515167028933875,11,19.0,5014.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10758333333333,29.382433333333335,2086,7.969851937349009,28.691466974456432,2.0,49.0,2.0,3.9849259686745047,21,10.0,5015.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1077,29.382866666666665,2090,8.888597133995422,31.998949682383518,2.0,37.0,2.0,4.444298566997711,89,11.0,5020.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107683333333334,29.382983333333332,2091,10.533697901588571,37.921312445718854,2.0,38.0,2.0,5.2668489507942855,100,11.0,5021.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10766666666667,29.38308333333333,2091,9.079011887270084,32.684442794172305,2.0,40.0,2.0,4.539505943635042,101,1.0,5022.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107616666666665,29.383166666666668,2092,9.255127204151895,33.31845793494682,3.0,40.0,3.0,3.0850424013839652,126,25.0,5023.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10755,29.383233333333333,2093,9.47915256109501,34.12494921994204,3.0,38.0,3.0,3.159717520365003,141,15.0,5024.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1075,29.3833,2095,8.118230472348714,29.225629700455364,3.0,38.0,3.0,2.706076824116238,133,8.0,5025.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10743333333333,29.38335,2097,8.630865627772113,31.071116259979608,3.0,38.0,3.0,2.876955209257371,149,16.0,5026.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1071,29.38325,2104,11.848967050234402,42.65628138084384,3.0,36.0,3.0,3.9496556834114673,218,24.0,5030.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107033333333334,29.38315,2106,11.564964238951303,41.633871260224694,3.0,38.0,3.0,3.8549880796504343,230,12.0,5031.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107,29.383016666666666,2108,12.415501432345318,44.69580515644314,2.0,38.0,2.0,6.207750716172659,252,22.0,5032.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10701666666667,29.382883333333332,2111,11.995039439976985,43.18214198391714,3.0,40.0,3.0,3.9983464799923283,278,26.0,5033.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107083333333335,29.382783333333332,2114,11.564965722907868,41.63387660246832,2.0,39.0,2.0,5.782482861453934,309,31.0,5034.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107166666666664,29.3827,2116,11.848968043896065,42.656284958025836,2.0,39.0,2.0,5.924484021948032,321,12.0,5035.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10725,29.38265,2118,10.260759187646896,36.93873307552882,2.0,40.0,2.0,5.130379593823448,334,13.0,5036.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10733333333334,29.38265,2121,9.248304513857226,33.29389624988602,3.0,42.0,3.0,3.082768171285742,0,26.0,5037.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.107416666666666,29.382666666666665,2123,9.366205255439423,33.718338919581925,3.0,44.0,3.0,3.1220684184798078,9,9.0,5038.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.1075,29.3827,2126,9.711321755068504,34.96075831824662,2.0,46.0,2.0,4.855660877534252,17,8.0,5039.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10758333333333,29.38275,2129,10.260751219484218,36.93870439014318,2.0,46.0,2.0,5.130375609742109,25,8.0,5040.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
37.10763333333333,29.382833333333334,2132,9.25512978282451,33.31846721816823,3.0,47.0,3.0,3.0850432609415033,53,28.0,5041.0,1.0,29.15,1008.0,25.0,7.13,1.97,12.0
